"x","y","fips"
843549.46734402,-43420.44039232,"55137"
-1022720.56597808,-1430189.39527568,"04023"
850827.59821581,-970376.52985886,"05031"
761591.96256384,-429643.07112859,"17071"
289700.70184023,-307804.63485105,"31173"
-286255.62435052,-189504.94794118,"46047"
1623528.95860167,-424824.47510434,"54095"
1446848.22937921,-1233637.33424611,"13263"
1551903.60256632,-212643.65057912,"39055"
1159871.92656779,-519212.69119153,"18109"
700442.15880205,-1415426.68299366,"22127"
1080180.6409534,-463141.59758401,"18045"
431861.04038947,-199165.75231749,"19147"
1239597.05595693,7036.46472122,"26051"
1412576.14991354,-895340.29251448,"47105"
-931021.88383397,-1292802.60703488,"04009"
209135.79903269,-1415529.47015373,"48425"
965803.41601801,-1436120.65458506,"28065"
509192.20994033,-498046.29767844,"29081"
1129353.30999697,-546197.60726301,"18119"
1283688.25566086,-480104.7591939,"18161"
1386985.76342739,-1518959.81063283,"12005"
452872.95623677,-779919.22425669,"20011"
1101449.59627957,55394.16264977,"26019"
388278.15995424,-498107.96012221,"29005"
1699773.36627589,-922345.49835842,"45091"
2040980.42601217,-552369.77651432,"51073"
1212220.01574563,-1318567.03051159,"01047"
1111042.47053624,-644309.98593447,"18125"
1329133.27074692,-644236.33083921,"21239"
490761.34088127,66735.01702366,"27141"
